id,listing_number,host_id,host_name,city,price_clean,estimated_revenue,customer_count_num,total_reviewers_number,room_type,price,host_certification,host_response_rate_pct,host_acceptance_rate_pct,bathrooms_num,bedrooms_num,beds_num,accommodates_num,reply_time_category,area,guest_favourite
57482,900,279001183,Madecomfy,Sydney,138,0,0,0,Hotel Room,138,1,0,0,1,0,1,2,Unknown,North America,0
57483,10,523588907,Nurhidayah,Sydney,130,0,0,17,Hotel Room,130,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57484,32,167072223,First Hand,Sydney,511,0,0,11,Hotel Room,511,1,1,0.71204387,2,3,4,6,Unknown,North America,0
57485,1,23577383,Jalda,Sydney,388,2716,7,4,Hotel Room,388,1,0,0.71204387,1,2,2,4,Unknown,North America,0
57486,25,58493643,Toni,Sydney,630,0,0,37,Hotel Room,630,1,1,0.71204387,2,2,3,4,Unknown,North America,1
57487,1,218042076,Wende,Sydney,190,0,0,7,Hotel Room,190,1,1,0.71204387,1,2,2,4,Unknown,North America,0
57488,60,101139031,Gabriel Hh,Sydney,258,0,0,82,Hotel Room,258,1,1,1,1,1,1,2,Unknown,North America,0
57489,1,154854771,Leanne,Sydney,200,0,0,6,Hotel Room,200,1,1,1,1,1,2,3,Unknown,North America,1
57490,1,33774745,Reece,Sydney,207,0,0,104,Hotel Room,207,1,1,0.71204387,1,2,2,4,Unknown,North America,0
57491,1,530336821,Cassandra Maree,Sydney,537,0,0,48,Hotel Room,537,1,1,0.71204387,1,2,3,5,Unknown,North America,0
57492,1,128358528,Michelle,Sydney,119,0,0,38,Hotel Room,119,1,0.817240899,0.71204387,1,1,1,2,Unknown,North America,0
57493,2,25382118,Jary,Sydney,95,0,0,0,Private Room,95,1,0,0,5,1,1,1,Unknown,North America,0
57494,1,5148256,Alice,Sydney,280,0,0,1,Hotel Room,280,1,0,0,1,1,1,2,Unknown,North America,0
57495,199,7409213,L'Abode Accommodation Specialist,Sydney,432,0,0,0,Hotel Room,432,1,1,1,1,2,2,4,Unknown,North America,0
57496,2,1553030,Beverley And Michael,Sydney,99,0,0,1072,Private Room,99,1,1,0.71204387,1,1,2,3,Unknown,North America,0
57498,2,29660996,Parvesh,Sydney,160,0,0,25,Hotel Room,160,1,1,0.71204387,1,2,2,2,Unknown,North America,0
57499,3,46909702,Sydneystay,Sydney,165,0,0,419,Hotel Room,165,1,1,1,1,0,2,2,Unknown,North America,0
57500,1,550295273,Zsolt,Sydney,240,1680,7,13,Hotel Room,240,1,1,0.71204387,1,1,2,4,Unknown,North America,1
57501,93,91961414,Kimi,Sydney,205,0,0,5,Hotel Room,205,1,0.817240899,0.71204387,1,1,2,4,Unknown,North America,0
57504,1,107811965,Jiao,Sydney,229,0,0,6,Hotel Room,229,1,1,0.71204387,1,1,4,3,Unknown,North America,1
57505,3,174258795,Sammy,Sydney,98,686,7,4,Private Room,98,1,0.817240899,0.71204387,1,1,1,2,Unknown,North America,0
57506,59,24721535,Beach Stays,Sydney,1050,0,0,0,Hotel Room,1050,1,1,0.71204387,3,4,4,7,Unknown,North America,0
57507,1,544367724,Elizabeth,Sydney,276,0,0,16,Hotel Room,276,1,1,0.71204387,1,2,1,2,Unknown,North America,1
57508,2,17382440,Duncan,Sydney,195,0,0,9,Hotel Room,195,1,1,1,1,1,1,2,Unknown,North America,0
57509,38,41215678,Julia,Sydney,420,1680,4,2,Hotel Room,420,1,1,0.71204387,1,2,3,4,Unknown,North America,0
57510,23,326403594,Claire,Sydney,266,1862,7,3,Hotel Room,266,1,1,0.71204387,2,2,5,5,Unknown,North America,1
57511,900,279001183,Madecomfy,Sydney,207,0,0,3,Hotel Room,207,1,0,0,1,2,3,4,Unknown,North America,0
57512,18,42440269,Wila,Sydney,189,0,0,19,Hotel Room,189,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57513,14,221042681,Julie,Sydney,236,0,0,33,Hotel Room,236,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57514,16,234236412,Leo,Sydney,350,0,0,371,Hotel Room,350,1,1,0.71204387,2,2,3,5,Unknown,North America,0
57515,48,1331819,Holidays By Etch,Sydney,800,0,0,0,Hotel Room,800,1,1,0.71204387,3,4,4,7,Unknown,North America,0
57516,1,23592082,Andrew,Sydney,379,2653,7,6,Hotel Room,379,1,1,1,1,1,1,2,Unknown,North America,1
57517,117,301753450,Tim,Sydney,285,0,0,4,Hotel Room,285,1,0.817240899,0.71204387,2,2,3,5,Unknown,North America,0
57519,2,551427343,Aiman,Sydney,99,0,0,2,Private Room,99,1,0.817240899,0.71204387,1,1,1,1,Unknown,North America,0
57520,1,79180501,Leila,Sydney,180,0,0,68,Hotel Room,180,1,1,1,1,1,1,2,Unknown,North America,1
57521,7,355807,Dmitry,Sydney,241,0,0,24,Hotel Room,241,1,1,0.71204387,1,1,2,4,Unknown,North America,1
57523,93,91961414,Kimi,Sydney,173,0,0,27,Private Room,173,1,0.817240899,0.71204387,1,0,2,3,Unknown,North America,0
57524,74,108083073,Urban Stays,Sydney,198,0,0,28,Hotel Room,198,1,0.817240899,0.71204387,1,1,1,2,Unknown,North America,0
57525,26,70438829,Aimee,Sydney,148,0,0,68,Hotel Room,148,1,1,1,1,0,1,2,Unknown,North America,0
57526,1,57814769,Maria,Sydney,199,0,0,0,Private Room,199,0,0,0,1,1,1,2,Unknown,North America,0
57527,1,1554707,Adam,Sydney,350,0,0,12,Hotel Room,350,1,1,0.71204387,1,1,2,2,Unknown,North America,1
57528,2,172417365,Pawan,Sydney,110,0,0,29,Private Room,110,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57529,1,4519063,Margie,Sydney,96,0,0,536,Private Room,96,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57532,3,509685093,Thomas,Sydney,689,0,0,38,Hotel Room,689,1,0.817240899,1,1,2,3,5,Unknown,North America,0
57533,2,558844349,Xian,Sydney,207,1449,7,1,Hotel Room,207,1,1,1,3,4,4,7,Unknown,North America,1
57534,5,12196870,Mark,Sydney,179,0,0,234,Hotel Room,179,1,0.817240899,0.71204387,1,2,3,6,Unknown,North America,0
57535,57,132288219,Eric Wu,Sydney,279,1953,7,2,Hotel Room,279,1,1,0.71204387,2,2,3,5,Unknown,North America,1
57536,1,519049979,Wei,Sydney,177,0,0,23,Hotel Room,177,1,1,1,1,2,3,3,Unknown,North America,0
57537,1,94482709,Arthur,Sydney,657,0,0,0,Hotel Room,657,1,1,0.71204387,3,4,7,7,Unknown,North America,0
57538,4,48136143,Shania,Sydney,216,0,0,72,Hotel Room,216,1,1,0.71204387,2,3,4,7,Unknown,North America,0
57539,1,348255568,Margit,Sydney,350,0,0,76,Hotel Room,350,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57540,3,46267711,David,Sydney,109,0,0,16,Private Room,109,0,1,0.71204387,1,1,1,2,Unknown,North America,1
57541,70,137278159,Likehome,Sydney,219,0,0,19,Hotel Room,219,1,1,1,1,3,4,5,Unknown,North America,0
57543,1,914337,Moushe,Sydney,280,0,0,19,Hotel Room,280,1,1,0.71204387,1,2,2,3,Unknown,North America,1
57544,3,315931788,Sarah,Sydney,226,1582,7,3,Hotel Room,226,1,1,1,1,0,1,2,Unknown,North America,1
57545,13,170110669,Ken,Sydney,122,0,0,15,Hotel Room,122,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57546,74,108083073,Urban Stays,Sydney,356,0,0,0,Hotel Room,356,1,0.817240899,0.71204387,2,2,3,4,Unknown,North America,0
57547,10,22979286,Emma,Sydney,454,0,0,6,Hotel Room,454,1,1,0.71204387,1,2,3,4,Unknown,North America,1
57549,30,38478183,Guest Realty,Sydney,360,2520,7,2,Hotel Room,360,1,1,0.71204387,1,2,2,4,Unknown,North America,1
57550,93,91961414,Kimi,Sydney,170,0,0,90,Hotel Room,170,1,0.817240899,0.71204387,1,0,2,3,Unknown,North America,1
57552,1,489268008,Nolan,Sydney,245,0,0,15,Hotel Room,245,1,1,0.71204387,2,2,3,4,Unknown,North America,0
57553,2,433064631,Cremorne Point,Sydney,181,0,0,6,Entire Home/Apt,181,1,0.817240899,0.71204387,5,1,1,1,Unknown,North America,1
57554,2,367126211,Paul,Sydney,40,240,6,4,Private Room,40,1,0,0.71204387,1,1,1,1,Unknown,North America,0
57556,1,190699582,Marian And Ken,Sydney,200,0,0,61,Hotel Room,200,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57557,14,3526500,Maurice,Sydney,83,0,0,17,Private Room,83,1,1,1,2,1,1,1,Unknown,North America,0
57558,117,301753450,Tim,Sydney,272,0,0,4,Hotel Room,272,1,0.817240899,0.71204387,2,2,2,4,Unknown,North America,0
57559,1,9250200,Ulla,Sydney,188,0,0,54,Hotel Room,188,1,0,0.71204387,1,2,4,7,Unknown,North America,0
57560,6,464149593,Anthony,Sydney,250,0,0,0,Hotel Room,250,1,1,0.71204387,1,2,3,4,Unknown,North America,0
57561,1,10200670,Tanya,Sydney,400,0,0,32,Hotel Room,400,1,0.817240899,1,1,2,2,4,Unknown,North America,1
57563,92,3046924,Contemporary Hotels,Sydney,2036,12216,6,1,Hotel Room,2036,1,1,0.71204387,5,5,6,7,Unknown,North America,1
57564,13,29291898,Mei,Sydney,75,0,0,11,Private Room,75,1,1,1,1,1,1,1,Unknown,North America,0
57565,1,88855353,Eric,Sydney,158,0,0,61,Hotel Room,158,1,1,1,1,1,2,3,Unknown,North America,1
57566,1,7006896,Carlee,Sydney,88,0,0,27,Private Room,88,1,0.817240899,0.71204387,1,2,1,1,Unknown,North America,0
57567,6,501607076,Acs,Sydney,214,0,0,17,Hotel Room,214,1,1,0.71204387,2,2,4,7,Unknown,North America,1
57568,1,24874671,Rav,Sydney,376,0,0,27,Hotel Room,376,1,1,0.71204387,1,1,2,2,Unknown,North America,1
57569,1,168239099,Michelle,Sydney,167,0,0,57,Hotel Room,167,1,1,0.71204387,1,1,2,3,Unknown,North America,1
57570,1,268722336,Jorgia,Sydney,334,0,0,86,Hotel Room,334,1,1,0.71204387,1,2,3,4,Unknown,North America,1
57571,2,24591898,Coralie,Sydney,300,0,0,7,Hotel Room,300,1,1,0.71204387,1,2,2,4,Unknown,North America,1
57572,900,279001183,Madecomfy,Sydney,243,0,0,14,Hotel Room,243,1,0,0,1,1,1,2,Unknown,North America,0
57574,2,30171130,Rosa,Sydney,397,2779,7,3,Hotel Room,397,1,0.817240899,0.71204387,1,1,1,2,Unknown,North America,0
57575,23,381393416,Polly,Sydney,127,0,0,54,Private Room,127,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57576,74,108083073,Urban Stays,Sydney,330,0,0,26,Hotel Room,330,1,0.817240899,0.71204387,1,2,3,4,Unknown,North America,0
57577,1,72251151,Holly,Sydney,160,0,0,37,Hotel Room,160,1,1,1,1,0,0,2,Unknown,North America,1
57578,52,226913216,Apartments Plus,Sydney,207,0,0,0,Hotel Room,207,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57579,135,288743418,Ken,Sydney,150,0,0,50,Private Room,150,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57580,1,24364316,Bonita,Sydney,329,0,0,15,Private Room,329,1,1,0.71204387,1,1,1,1,Unknown,North America,0
57581,2,3367180,Melinda,Sydney,212,0,0,39,Private Room,212,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57582,4,48136143,Shania,Sydney,625,4375,7,13,Hotel Room,625,1,1,0.71204387,3,5,7,7,Unknown,North America,1
57583,1,14831147,Susan,Sydney,375,0,0,0,Hotel Room,375,1,1,0.71204387,2,3,4,6,Unknown,North America,0
57584,1,209657376,Colleen,Sydney,101,0,0,132,Hotel Room,101,1,1,1,1,1,1,2,Unknown,North America,1
57585,97,484473459,Aircabin,Sydney,224,0,0,6,Hotel Room,224,1,1,0.71204387,2,3,3,6,Unknown,North America,1
57586,2,4540801,Renee,Sydney,186,0,0,111,Hotel Room,186,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57587,6,136560957,K,Sydney,281,0,0,16,Hotel Room,281,1,0.817240899,0.71204387,2,2,3,6,Unknown,North America,1
57588,1,26880344,Jessica,Sydney,99,0,0,32,Hotel Room,99,1,1,0,1,1,1,2,Unknown,North America,0
57589,1,35169195,Kay,Sydney,185,0,0,10,Hotel Room,185,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57590,52,226913216,Apartments Plus,Sydney,223,0,0,4,Hotel Room,223,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57593,1,349535991,Caetano,Sydney,216,0,0,80,Hotel Room,216,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57594,31,475265964,Kun,Sydney,484,0,0,11,Hotel Room,484,1,1,1,2,3,4,7,Unknown,North America,1
57595,1,55622213,Jing,Sydney,185,1295,7,5,Hotel Room,185,1,1,1,1,2,3,4,Unknown,North America,1
57596,1,105271841,Laurel,Sydney,72,504,7,46,Private Room,72,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57597,1,411136758,Daniel,Sydney,275,0,0,83,Hotel Room,275,1,1,0.71204387,1,2,2,4,Unknown,North America,0
57598,6,525635061,Sydneystime,Sydney,197,0,0,8,Hotel Room,197,1,0.817240899,1,1,1,1,2,Unknown,North America,0
57599,1,286576268,Craig,Sydney,389,0,0,104,Hotel Room,389,1,1,1,2,2,2,6,Unknown,North America,1
57600,2,2874517,Ross,Sydney,350,2450,7,1,Hotel Room,350,1,0.817240899,0.71204387,1,1,1,2,Unknown,North America,0
57601,1,495086118,Empire,Sydney,506,3542,7,1,Hotel Room,506,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57603,900,279001183,Madecomfy,Sydney,455,0,0,26,Hotel Room,455,1,0,0,1,2,3,4,Unknown,North America,0
57604,3,106839854,Michael,Sydney,250,0,0,41,Hotel Room,250,1,1,0.71204387,1,1,2,2,Unknown,North America,0
57605,1,95657666,Adrian,Sydney,108,0,0,105,Private Room,108,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57606,1,119047960,Sally,Sydney,224,0,0,36,Hotel Room,224,1,1,0.71204387,2,3,4,6,Unknown,North America,0
57607,117,301753450,Tim,Sydney,291,2037,7,1,Hotel Room,291,1,0.817240899,0.71204387,2,3,3,6,Unknown,North America,1
57608,61,10441624,Angela,Sydney,488,0,0,6,Hotel Room,488,1,0.817240899,0.71204387,2,3,4,6,Unknown,North America,0
57609,166,526140891,Airkeeper,Sydney,616,0,0,101,Hotel Room,616,1,0,0,1,2,2,4,Unknown,North America,0
57610,1,145745136,Mirjana,Sydney,62,0,0,21,Hotel Room,62,1,1,0,1,2,1,2,Unknown,North America,1
57611,1,53030332,Maritza,Sydney,150,0,0,48,Hotel Room,150,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57613,1,19025435,Jess & Dave,Sydney,526,3682,7,2,Hotel Room,526,1,0.817240899,0.71204387,3,4,4,7,Unknown,North America,0
57614,44,25014687,Cobbold And Co,Sydney,1644,0,0,9,Hotel Room,1644,1,0.817240899,0.71204387,3,4,7,7,Unknown,North America,1
57615,11,511701558,Xian,Sydney,223,0,0,29,Hotel Room,223,1,0.817240899,1,1,1,1,3,Unknown,North America,0
57616,2,41654628,Gabriel,Sydney,200,0,0,0,Private Room,200,1,0.817240899,1,1,1,0,2,Unknown,North America,0
57617,93,91961414,Kimi,Sydney,170,0,0,44,Hotel Room,170,1,0.817240899,0.71204387,1,0,2,3,Unknown,North America,1
57618,72,407392360,Furnished Properties,Sydney,267,0,0,0,Hotel Room,267,1,0.817240899,0.71204387,1,1,1,2,Unknown,North America,0
57619,1,139166648,Michelle,Sydney,250,0,0,13,Hotel Room,250,0,1,0.71204387,2,3,5,6,Unknown,North America,1
57620,117,301753450,Tim,Sydney,271,1897,7,3,Hotel Room,271,1,0.817240899,0.71204387,1,2,2,4,Unknown,North America,1
57621,5,1261500,Hugh,Sydney,170,0,0,212,Hotel Room,170,1,1,0.71204387,1,1,2,4,Unknown,North America,0
57622,1,226803994,Mylene,Sydney,277,0,0,2,Hotel Room,277,1,0,0.71204387,1,0,1,1,Unknown,North America,0
57623,2,251830931,Stephen,Sydney,42,0,0,12,Private Room,42,1,0,0,1,3,1,2,Unknown,North America,0
57624,900,279001183,Madecomfy,Sydney,198,1188,6,9,Hotel Room,198,1,0,0,1,2,2,4,Unknown,North America,0
57626,2,290193839,Adina,Sydney,252,1764,7,5,Hotel Room,252,1,0,1,1,9,1,2,Unknown,North America,0
57629,1,374466813,Kenneth,Sydney,82,0,0,79,Private Room,82,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57630,1,381593350,Farah,Sydney,316,0,0,45,Hotel Room,316,1,1,1,3,5,6,7,Unknown,North America,0
57631,1,54809467,Marella,Sydney,122,0,0,9,Private Room,122,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57632,1,42642252,Felicity,Sydney,650,4550,7,4,Hotel Room,650,1,1,0,1,2,2,4,Unknown,North America,0
57635,1,4860812,Kirrili,Sydney,127,0,0,34,Hotel Room,127,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57636,1,8686144,David,Sydney,135,0,0,29,Hotel Room,135,1,1,0,1,1,1,2,Unknown,North America,0
57637,1,351323568,Anna,Sydney,107,749,7,1,Hotel Room,107,0,1,1,1,1,1,1,Unknown,North America,1
57638,1,37211444,Heidi,Sydney,950,0,0,0,Hotel Room,950,0,0,0,4,5,6,7,Unknown,North America,0
57639,1,368090690,Amelia-Rose,Sydney,208,0,0,7,Hotel Room,208,1,1,1,1,1,2,3,Unknown,North America,0
57641,97,484473459,Aircabin,Sydney,176,0,0,8,Hotel Room,176,1,1,0.71204387,1,2,2,4,Unknown,North America,1
57642,1,53503584,Chey,Sydney,150,0,0,81,Hotel Room,150,1,1,1,1,1,1,2,Unknown,North America,0
57643,4,19066107,Kylie,Sydney,245,1715,7,5,Hotel Room,245,1,1,0.71204387,1,1,2,2,Unknown,North America,0
57646,6,398240183,Alan,Sydney,469,2814,6,2,Hotel Room,469,1,1,0.71204387,4,4,8,7,Unknown,North America,0
57647,49,258055539,Alexi Stays,Sydney,240,0,0,28,Hotel Room,240,1,1,0.71204387,1,1,2,4,Unknown,North America,1
57648,6,501607076,Acs,Sydney,213,0,0,30,Hotel Room,213,1,1,0.71204387,2,2,4,6,Unknown,North America,1
57649,19,34473806,Stanmore,Sydney,160,0,0,40,Hotel Room,160,1,1,0.71204387,1,1,3,4,Unknown,North America,0
57650,1,4421010,Amy,Sydney,167,0,0,50,Hotel Room,167,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57651,57,169795871,Charlotte,Sydney,301,0,0,3,Hotel Room,301,1,1,0.71204387,2,2,2,4,Unknown,North America,0
57652,1,7324937,Tim And Natalie,Sydney,200,0,0,4,Hotel Room,200,1,0,0,1,1,1,2,Unknown,North America,0
57653,2,27341724,Chris,Sydney,329,0,0,39,Hotel Room,329,1,1,0.71204387,1,2,2,4,Unknown,North America,0
57654,2,253928742,Rattanaporn,Sydney,135,945,7,2,Hotel Room,135,1,1,1,1,2,2,4,Unknown,North America,1
57655,59,24721535,Beach Stays,Sydney,1325,9275,7,2,Hotel Room,1325,1,1,0.71204387,3,3,4,7,Unknown,North America,1
57656,136,15739069,The Apartment Service,Sydney,607,3035,5,1,Hotel Room,607,1,0.817240899,0.71204387,2,4,4,6,Unknown,North America,0
57657,1,20375454,Olivia,Sydney,500,0,0,7,Hotel Room,500,1,0,0.71204387,2,3,4,6,Unknown,North America,0
57658,1,86224540,Emily,Sydney,800,5600,7,1,Hotel Room,800,1,1,0.71204387,3,4,4,7,Unknown,North America,0
57659,11,511701558,Xian,Sydney,154,1078,7,3,Hotel Room,154,1,0.817240899,1,1,1,2,4,Unknown,North America,1
57660,2,4378205,Jane,Sydney,350,2450,7,5,Hotel Room,350,1,1,0.71204387,2,3,6,6,Unknown,North America,0
57661,3,29830045,Jeremy,Sydney,359,0,0,82,Hotel Room,359,1,0.817240899,0.71204387,2,3,4,6,Unknown,North America,0
57662,1,553565427,Orlando,Sydney,329,2303,7,2,Hotel Room,329,1,1,1,1,1,1,2,Unknown,North America,0
57663,30,38478183,Guest Realty,Sydney,446,0,0,5,Hotel Room,446,1,1,0.71204387,1,2,2,4,Unknown,North America,0
57664,55,185783910,Annie,Sydney,450,0,0,125,Hotel Room,450,1,0,0,2,3,3,6,Unknown,North America,0
57665,1,39907219,Ashleigh,Sydney,450,0,0,0,Private Room,450,1,0,0,1,1,0,1,Unknown,North America,0
57667,13,231049250,Grazy,Sydney,247,0,0,210,Hotel Room,247,1,1,0.71204387,1,0,1,2,Unknown,North America,1
57668,1,38651666,Dean,Sydney,100,0,0,13,Hotel Room,100,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57669,1,53113753,Amanda,Sydney,202,0,0,19,Hotel Room,202,1,1,1,2,2,3,4,Unknown,North America,1
57670,50,324511820,Dong,Sydney,150,0,0,5,Hotel Room,150,1,0.817240899,0.71204387,1,1,1,3,Unknown,North America,0
57673,1,16933099,Aigul,Sydney,117,0,0,50,Hotel Room,117,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57674,900,279001183,Madecomfy,Sydney,869,0,0,2,Hotel Room,869,1,0,0,2,3,3,6,Unknown,North America,0
57675,20,124652164,Harvey,Sydney,193,1158,6,4,Hotel Room,193,1,0.817240899,0.71204387,1,1,2,4,Unknown,North America,0
57676,70,137278159,Likehome,Sydney,429,0,0,6,Hotel Room,429,1,1,1,3,4,4,7,Unknown,North America,0
57677,16,427624676,Lehang,Sydney,115,805,7,1,Hotel Room,115,1,1,0.71204387,1,2,4,6,Unknown,North America,1
57679,23,338905680,Luxico Group,Sydney,2726,0,0,0,Hotel Room,2726,1,1,0.71204387,4,5,5,7,Unknown,North America,0
57681,15,48464899,Oi,Sydney,470,0,0,4,Hotel Room,470,1,0.817240899,0.71204387,2,3,3,6,Unknown,North America,0
57682,2,4542626,Tina,Sydney,165,0,0,43,Hotel Room,165,1,1,1,1,1,1,2,Unknown,North America,0
57683,37,100552972,The Curated Collection,Sydney,1737,0,0,0,Hotel Room,1737,1,0.817240899,0.71204387,3,3,3,6,Unknown,North America,0
57684,41,494566554,Ji,Sydney,65,0,0,0,Private Room,65,1,1,1,2,1,1,2,Unknown,North America,0
57686,2,39655742,Marine,Sydney,300,1800,6,1,Hotel Room,300,1,1,0.71204387,1,2,2,4,Unknown,North America,0
57687,1,485639915,George,Sydney,223,0,0,44,Hotel Room,223,1,1,1,2,2,3,4,Unknown,North America,0
57688,2,151504644,Sally,Sydney,223,0,0,172,Hotel Room,223,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57689,1,491457919,Brad,Sydney,195,0,0,34,Hotel Room,195,1,1,1,1,1,1,2,Unknown,North America,1
57691,1,23950415,Dee,Sydney,91,0,0,257,Private Room,91,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57692,61,10441624,Angela,Sydney,349,0,0,47,Hotel Room,349,1,0.817240899,0.71204387,1,2,3,6,Unknown,North America,0
57693,1,272116192,Suzan,Sydney,211,0,0,20,Hotel Room,211,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57694,1,16893907,Steve,Sydney,155,0,0,8,Hotel Room,155,1,1,0.71204387,1,1,1,2,Unknown,North America,0
57695,93,91961414,Kimi,Sydney,180,0,0,0,Hotel Room,180,1,0.817240899,0.71204387,1,0,1,3,Unknown,North America,0
57696,1,24682014,Rodger,Sydney,750,0,0,26,Hotel Room,750,0,0,0,2,3,5,7,Unknown,North America,0
57697,41,494566554,Ji,Sydney,88,0,0,0,Private Room,88,1,1,1,1,1,1,2,Unknown,North America,0
57698,1,543175906,Sunita,Sydney,111,777,7,1,Private Room,111,1,1,0.71204387,1,1,2,2,Unknown,North America,1
57699,900,279001183,Madecomfy,Sydney,920,6440,7,2,Hotel Room,920,1,0,0,3,4,5,7,Unknown,North America,0
57700,41,270132187,Ween,Sydney,448,0,0,7,Hotel Room,448,1,0,0,1,3,3,5,Unknown,North America,0
57701,2,22187387,Yiannis,Sydney,545,0,0,13,Hotel Room,545,1,1,1,1,2,2,4,Unknown,North America,1
57702,22,481193320,Jaime,Sydney,289,0,0,19,Hotel Room,289,0,1,1,2,2,2,4,Unknown,North America,1
57703,2,7636937,Oliver,Sydney,301,0,0,94,Hotel Room,301,1,1,1,2,4,4,7,Unknown,North America,0
57704,93,91961414,Kimi,Sydney,173,0,0,22,Private Room,173,1,0.817240899,0.71204387,1,0,2,3,Unknown,North America,1
57705,93,91961414,Kimi,Sydney,170,0,0,110,Hotel Room,170,1,0.817240899,0.71204387,1,0,2,3,Unknown,North America,0
57707,1,22898150,Guille,Sydney,250,1250,5,1,Hotel Room,250,1,0,1,1,2,2,4,Unknown,North America,0
57708,1,51295605,Craig,Sydney,175,1225,7,1,Hotel Room,175,1,1,1,1,1,1,2,Unknown,North America,1
57709,2,2479900,Portia,Sydney,218,1526,7,8,Hotel Room,218,1,1,1,1,2,2,4,Unknown,North America,1
57710,57,132288219,Eric Wu,Sydney,350,0,0,12,Hotel Room,350,1,1,0.71204387,3,4,4,7,Unknown,North America,0
57711,55,272130295,Getawayz,Sydney,212,0,0,14,Hotel Room,212,1,1,0.71204387,1,1,2,4,Unknown,North America,0
57712,1,25489282,David,Sydney,237,0,0,77,Hotel Room,237,1,1,0.71204387,1,1,2,4,Unknown,North America,1
57713,1,60812566,Amer,Sydney,265,0,0,60,Hotel Room,265,1,1,0.71204387,1,2,3,3,Unknown,North America,0
57715,1,68798012,Kim,Sydney,250,0,0,79,Hotel Room,250,1,0,0,2,2,2,4,Unknown,North America,0
57717,59,24721535,Beach Stays,Sydney,532,0,0,8,Hotel Room,532,1,1,0.71204387,1,2,4,6,Unknown,North America,0
57718,1,508288099,Isabella,Sydney,607,4249,7,1,Hotel Room,607,1,1,0.71204387,2,2,2,4,Unknown,North America,1
57719,72,407392360,Furnished Properties,Sydney,204,0,0,0,Hotel Room,204,1,0.817240899,0.71204387,1,1,1,2,Unknown,North America,0
57720,1,188799302,Nikki,Sydney,320,0,0,27,Hotel Room,320,1,1,0.71204387,2,3,6,7,Unknown,North America,0
57721,51,474241925,Lucy,Sydney,267,0,0,8,Hotel Room,267,1,1,0.71204387,2,3,4,7,Unknown,North America,0
57722,1,332405226,Tim,Sydney,140,0,0,183,Hotel Room,140,1,1,1,1,1,1,2,Unknown,North America,0
57723,72,407392360,Furnished Properties,Sydney,296,0,0,16,Hotel Room,296,1,0.817240899,0.71204387,2,2,2,4,Unknown,North America,0
57724,11,105616362,Shaden,Sydney,214,1498,7,4,Hotel Room,214,1,1,0.71204387,2,4,4,7,Unknown,North America,1
57726,1,55314021,Danielle,Sydney,400,0,0,7,Hotel Room,400,1,0,1,2,3,3,5,Unknown,North America,0
57727,4,23602730,Anne,Sydney,414,0,0,199,Hotel Room,414,1,1,0.71204387,2,2,3,4,Unknown,North America,0
57728,3,299689813,Jason,Sydney,157,0,0,15,Hotel Room,157,1,1,0.71204387,1,1,2,3,Unknown,North America,0
57729,93,91961414,Kimi,Sydney,173,0,0,15,Private Room,173,1,0.817240899,0.71204387,1,0,2,3,Unknown,North America,1
57730,2,507723125,Joanna,Sydney,279,0,0,10,Hotel Room,279,1,1,1,2,3,3,6,Unknown,North America,1
57731,1,32715672,Andrew,Sydney,163,1141,7,6,Hotel Room,163,1,1,0.71204387,1,1,1,2,Unknown,North America,1
57732,1,46247932,Mitra,Sydney,146,0,0,40,Hotel Room,146,1,1,0.71204387,1,0,1,2,Unknown,North America,1
57734,3,8556889,Peter,Sydney,300,2100,7,1,Hotel Room,300,1,1,0,1,3,3,6,Unknown,North America,0
57735,38,550751733,Red Ant,Sydney,285,1995,7,1,Hotel Room,285,1,1,1,3,3,3,6,Unknown,North America,1
57736,2,115743429,Ying Ze,Sydney,106,0,0,199,Hotel Room,106,1,0,0,1,1,1,2,Unknown,North America,0
